,index,smiles,descriptors,fitnesses,generation,origin,reaction / parent,parent
75,33,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2NC(=O)c2ccccn2)CC1,"[0.7551664376969698, 0.2767000000000001, 0.8210714285714286, 0.9632077777777783]",0.4873949579831933,10,crossover,Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1ccccn1,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
76,28,CN1CCN(CCC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7611866147999998, 0.5063333333333332, 0.4809285714285714, 0.9938511111111114]",0.6355140186915887,10,crossover,CN1CCN(CCC(=O)NC(O)N(F)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
77,27,CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2,"[0.5697496472121214, 0.40801666666666664, 0.8417857142857142, 0.6502444444444446]",0.4220183486238532,10,crossover,CN(C)S(=O)(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21,CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
78,24,CN(C)S(=O)(=O)Cc1cc(S(=O)(=O)N(C)C)ccc1CO,"[0.3366101931515151, 0.05343333333333349, 0.6785000000000001, 0.43942666666666713]",0.2636363636363636,10,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)CCN1CCC(C)(N)CC1)c1ccccc1S2,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CO)CC1
79,21,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1,"[0.6731511565454545, 0.3623166666666668, 0.8069285714285714, 0.8647511111111115]",0.4824561403508772,10,mutation,[*;!H0:1]>>[*:1]-N,CN1CCN(CCN2c3ccccc3Sc3ccc(S(=O)(=O)C(N)=O)cc32)CC1
80,18,CN(C)S(=O)(=O)c1ccc(Cl)c(Cc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)c1,"[0.8273459226666665, 0.8558833333333339, 0.5967857142857144, 0.9314811111111111]",0.2781954887218045,10,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1,CN1CCN(N2CCN(CCc3ccc(NS(=O)(=O)c4cccc(Cl)c4)cc3)CC2)CC1
81,14,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C)(N)CC1)c1ccccc1S2,"[0.7127171765575757, 0.7071500000000003, 0.4991428571428572, 0.9752133333333339]",0.5221238938053098,10,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(N)(O)CC1)c1ccccc1S2,CN1CCN(CCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2NC(=O)c2ccccn2)CC1
82,117,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](N)=O)CC1,"[0.645806207860606, 0.058150000000000514, 0.8649285714285715, 0.725894444444445]",0.4537037037037037,10,crossover,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[PH](N)=O)cc32)CC1,Cc1ccc(S(=O)(=O)N(C)C)cc1CCN1CCN(C)CC1
83,7,CN1CCN(CS(=O)(=O)N(C)Cl)CC1,"[0.048682349793939365, 0.01778333333333341, 0.31328571428571433, 0.1830311111111115]",0.2978723404255319,10,crossover,CN1CCN(Cc2cc(S(=O)(=O)N(C)Cl)ccc2Cl)CC1,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
84,5,CN1CCN(CCC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.5368158769818182, 0.2817666666666667, 0.45835714285714285, 0.7143200000000007]",0.4622641509433962,10,crossover,CN1CCN(CC(=O)N(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CNc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2
85,4,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.3640235626909091, 0.31336666666666674, 0.31328571428571433, 0.5551755555555562]",0.5104166666666666,10,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(CCN2CCN(c3ccccn3)CC2)c1,CN(C)S(=O)(=O)c1ccc(Cl)c(C(N)=O)c1
86,0,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"[0.3095807959393939, 0.15540000000000007, 0.4577857142857143, 0.5180066666666673]",0.5104166666666666,10,mutation,[#17:1]>>[#8:1],CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
87,37,CN1CCN(CC(=O)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.6701352505818181, 0.46893333333333337, 0.45835714285714285, 0.8773644444444453]",0.625,10,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)CCN1CCC(C)(N)CC1)c1ccccc1S2,Cc1ccc(S(=O)(=O)N(C)C)cc1CCN1CCN(C)CC1
88,78,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)CCN1CCC(C)(N)CC1)c1ccccc1S2,"[0.7550785843030303, 0.6282500000000001, 0.6210714285714286, 0.9767688888888894]",0.5130434782608696,10,mutation,[*;!H0;!H1:1]>>[*:1]=O,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C)(N)CC1)c1ccccc1S2
89,13,CN1CCN(n2c3ccccc3c3ccc(S(C)(=O)=O)cc32)CC1,"[0.35798620579393925, 0.4302333333333333, 0.32535714285714284, 0.6444644444444453]",0.4166666666666667,10,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN1CCN(N2c3ccccc3Sc3ccc(S(C)(=O)=O)cc32)CC1
90,81,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2O)CC1,"[0.26710912907878787, 0.14831666666666674, 0.4577857142857143, 0.46392888888888945]",0.4791666666666667,10,crossover,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2CO)CC1,CN1CCN(CCc2ccc3ccccc3c2)CC1
91,80,CN1CCN(N(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,"[0.7063473242060606, 0.628116666666667, 0.4809285714285714, 0.8456255555555561]",0.4642857142857143,10,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1
92,121,CN(C)S(=O)(=O)c1ccc(-c2ccccn2)c(C(N)O)c1,"[0.24878503758787876, 0.2414166666666667, 0.6894285714285715, 0.4410333333333336]",0.33962264150943394,10,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CP)CC1,CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)O)c1
93,122,CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)O)c1,"[0.5884821539030304, 0.19103333333333358, 0.7357142857142858, 0.811733333333334]",0.456140350877193,10,mutation,[*:1]!-[*:2]>>[*:1]-[*:2],CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)=O)c1
94,127,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1,"[0.26111135769696975, 0.20446666666666669, 0.31328571428571433, 0.4995088888888895]",0.5212765957446809,10,mutation,[*:1]~[D1]>>[*:1],CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1
95,130,CCCCCC(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.5427964685696969, 0.8577500000000007, 0.4120714285714286, 0.7685311111111117]",0.44144144144144143,10,crossover,CCCCCC(=O)NN1c2ccccc2Sc2cc(OS(=O)(=O)C(N)=O)ccc21,CN(C)S(=O)(=O)c1ccc2c(c1)N(C(=O)CCN1CCC(C)(N)CC1)c1ccccc1S2
96,133,C=NC(=O)S(=O)(=O)N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.6061132835757576, 0.5316666666666667, 0.7442142857142856, 0.709817777777778]",0.4107142857142857,10,mutation,[*;!H0;!H1:1]>>[*:1]=C,CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2
97,134,CNc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,"[0.3914782358545455, 0.6797333333333336, 0.15535714285714286, 0.7499633333333339]",0.490566037735849,10,mutation,[*:1]~[*:2]>>[*:1]N[*:2],Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2
98,135,CN1CCN(CCN(O)c2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1,"[0.7912906579272727, 0.6422833333333338, 0.4809285714285714, 0.9537811111111117]",0.5315315315315315,10,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN1CCN(CCC(=O)Nc2cc(-c3cc(S(=O)(=O)N(C)C)ccc3Cl)ccc2Cl)CC1
99,140,CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,"[0.2940744979030302, 0.5714666666666668, 0.4346428571428572, 0.4645033333333338]",0.4742268041237113,10,crossover,CN1CCN(CCC(=O)NC(O)N(F)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CN1CCN(CC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
100,145,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CP)CC1,"[0.4004969235333333, 0.2669833333333334, 0.31328571428571433, 0.648553333333334]",0.494949494949495,10,mutation,[*;!H0:1]>>[*:1]-P,Cc1ccc(S(=O)(=O)N(C)C)cc1CCN1CCN(C)CC1
101,146,CN1CCN(CCc2cc(S(=O)(=O)N(C)Cl)ccc2S(=O)(=O)[PH](N)=O)CC1,"[0.7062467459939391, 0.14548333333333344, 0.8649285714285715, 0.7251055555555561]",0.3893805309734513,10,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](N)=O)CC1,CN(C)S(=O)(=O)c1ccc(Cl)c(Cc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2)c1
102,149,CN(C)S(=O)(=O)c1ccc(CO)c(O)c1,"[0.018353117866666678, 0.10580000000000005, 0.556, 0.16558222222222263]",0.27835051546391754,10,crossover,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CO)CC1,CCCCCC(=O)NN1c2ccccc2Sc2cc(OS(=O)(=O)C(N)=O)ccc21
103,114,CN1CCN(CCS(=O)(=O)N(C)CN(C)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.7762376490424241, 0.16550000000000045, 0.6034285714285714, 0.9009066666666672]",0.4224137931034483,10,crossover,CN(C)S(=O)(=O)c1ccc(Cl)c(NC(=O)CNC(=O)NC(=O)c2ccccn2)c1,CN1CCN(CCS(=O)(=O)N(C)CN(C)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
104,125,CN1CCN(Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.32155189583030297, 0.30628333333333335, 0.31328571428571433, 0.5010977777777784]",0.4791666666666667,10,crossover,C=NS(=O)(=O)c1ccc2c(c1)N(C(N)=O)c1ccccc1S2,CN1CCN(CC(=O)NCC(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
105,109,CN1CCN(CN(Cl)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.5124233405090909, 0.3751666666666667, 0.33642857142857147, 0.6406422222222228]",0.4563106796116505,10,crossover,CN1CCN(CN(C)Cc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
106,86,CN(C)S(=O)(=O)c1ccc(CCN2CCN(c3ccccn3)CC2)c(C(N)=O)c1,"[0.5823741234060608, 0.2159166666666669, 0.7131428571428572, 0.8047411111111119]",0.456140350877193,10,crossover,CN(C)S(=O)(=O)CCN1CCN(c2ccccn2)CC1,CN1CCN(Cc2ccc(S(=O)(=O)N(C)C)cc2C(N)=O)CC1
107,88,CN1CCN(CCC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[PH](N)=O)cc32)CC1,"[0.7761730860181818, 0.4722833333333334, 0.8069285714285714, 0.9561122222222227]",0.5087719298245614,10,crossover,CN1CCN(CC(N)N2c3ccccc3Sc3ccc(S(=O)(=O)[PH](N)=O)cc32)CC1,Cc1ccc(S(=O)(=O)N(C)C)cc1CCN1CCN(C)CC1
108,90,CN1CCN(CC(CO)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.7187149479393938, 0.4413166666666665, 0.4809285714285714, 0.9425511111111118]",0.6226415094339622,10,mutation,[*:1]~[*:2]>>[*:1]C[*:2],CN1CCN(CC(=O)N2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
109,95,CN1CCN(CCC(=O)NC(O)N(F)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1,"[0.6852897916484847, 0.13513333333333347, 0.6887857142857142, 0.7623922222222228]",0.4298245614035088,10,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN1CCN(CCC(=O)NCC(=O)N(F)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
110,82,CN1CCN(Cc2ccc3c(c2)N(C)c2ccccc2S3)CC1,"[0.303518996169697, 0.6944166666666671, 0.06942857142857144, 0.6427111111111118]",0.4757281553398058,10,crossover,CN1c2ccccc2Sc2ccc(S(=O)(=O)C(N)=O)cc21,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
111,99,CN1CCN(CN(C)Cc2ccc3ccccc3c2)CC1,"[0.17637832666666678, 0.49608333333333343, 0.06942857142857144, 0.5483555555555563]",0.4174757281553398,10,crossover,CN1CCN(CS(=O)(=O)N(C)CCN(C)Cc2ccc3ccccc3c2)CC1,CN(C)S(=O)(=O)CCN1CCN(c2ccccn2)CC1
112,102,CCCN1c2ccccc2Sc2ccc(C)cc21,"[0.0912368804363636, 0.917953333333334, 0.023142857142857146, 0.43378888888888933]",0.3300970873786408,10,crossover,Cc1ccc2c(c1)N(CCN1CCN(C)CC1)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc(Cl)c(O)c1
113,96,CN1CCN(CCc2cccc(Cc3cccc(S(=O)(=O)N(C)C)c3)c2)CC1,"[0.5339809037333334, 0.46959999999999996, 0.31328571428571433, 0.8244866666666673]",0.5327102803738317,10,crossover,Cc1ccc(S(=O)(=O)N(C)C)cc1-c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1
114,108,CCCN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.37302006024242423, 0.7416000000000005, 0.2901428571428572, 0.613075555555556]",0.5050505050505051,10,crossover,CN(C)S(=O)(=O)CCN1CCN(c2ccccn2)CC1,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2
115,87,CN(F)S(=O)(=O)c1ccc(OCl)c(COCl)c1,"[0.2362227645939394, 0.48243333333333344, 0.39885714285714285, 0.21802000000000024]",0.2037037037037037,100,crossover,CC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)O)cc21,CN1CCN(CCc2cc(S(=O)(=O)N(C)F)ccc2OCl)CC1
116,88,CN(C)S(=O)(=O)c1ccc2c(c1)C(CCN1CCN(N)CC1)(C(=N)O)c1ccccc1S2,"[0.7580944902666668, 0.4340450000000002, 0.8140000000000002, 0.9536966666666672]",0.5535714285714286,100,crossover,CN1CCN(CC(N)C=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,CN1CCN(CCC2(C(=N)O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
117,90,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)NN)cc32)CC1,"[0.7096250520242425, 0.4532, 0.5850714285714287, 0.9434655555555562]",0.8602150537634409,100,mutation,[*:1]!-[*:2]>>[*:1]-[*:2],CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N=N)cc32)CC1
118,92,N=CCCC(N)CC(N)c1ccc(CCO)c(C(N)=O)c1,"[0.20360583638787874, 0.16121166666666695, 0.9943571428571429, 0.4809800000000002]",0.109375,100,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],N=CCCC(N)CCC(N)c1ccc(CCO)c(C(N)=O)c1
119,97,N=NCC=C1c2ccccc2Sc2ccc(N=N)cc21,"[0.1669038405575758, 0.9627233333333337, 0.5172857142857143, 0.4323155555555559]",0.4019607843137255,100,crossover,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)N=N)cc32)CC1,N=Nc1ccc2c(c1)C(=CCCOC(N)N=N)c1ccccc1S2
120,96,CN1CCN(CCP2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.6792001689878787, 0.43026666666666663, 0.31328571428571433, 0.9207977777777784]",0.6868686868686869,100,mutation,[*:1]~[D1]>>[*:1],CN1CCN(CC[PH]2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
121,98,CN(C)S(=O)(=O)c1ccc2c(c1)Oc1ccccc1S2,"[0.24858692507878796, 0.6156333333333337, 0.3329285714285714, 0.42170888888888935]",0.46875,100,mutation,[*:1]~[D3](~[*;!H0:2])~[*:3]>>[*:1]-[*:2]-[*:3],CN(C)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2
122,86,CN1CCN(CC[PH]2(O)c3ccccc3-c3ccc(S(=O)(=O)N(C)C)cc32)CC1,"[0.636892574090909, 0.21211666666666662, 0.4577857142857143, 0.9039622222222227]",0.6274509803921569,100,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN1CCN(CC[PH]2(O)c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
123,105,CN(N=N)S(=O)(=O)c1ccc2ccccc2c1,"[0.07290059876363635, 0.48437833333333336, 0.5256428571428572, 0.2671611111111114]",0.3069306930693069,100,crossover,CN(F)S(=O)(=O)c1ccc(OCl)c(CCCC(N=N)N=N)c1,CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1
124,95,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)NBr)CC1,"[0.8818986686727275, 0.2149500000000001, 0.765, 0.8133977777777782]",0.44144144144144143,100,mutation,[*;!H0:1]>>[*:1]-Br,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](N)=O)CC1
125,70,N=Nc1ccc2c(c1)C(=CCCOC(N)N=N)c1ccccc1S2,"[0.34580418534545465, 0.9042233333333337, 0.7690714285714285, 0.5842866666666668]",0.4,100,crossover,N=NC(C=C1c2ccccc2Sc2ccc(CN)cc21)CN,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCOC(N)N=N)c1ccccc1S2
126,80,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN(Br)NN)c1ccccc1S2,"[0.7364513030666668, 0.6189166666666668, 0.5619285714285714, 0.8059100000000001]",0.6326530612244898,100,mutation,[*;!H0:1]>>[*:1]-Br,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCNNN)c1ccccc1S2
127,84,N=CCCc1ccc2c(c1N)N(C(=O)N=N)c1ccccc1S2,"[0.3033325184848486, 0.8507733333333336, 0.7599285714285715, 0.5689644444444446]",0.28205128205128205,100,crossover,CN1CCN(CCC=CN2c3ccccc3Sc3ccc(N)cc32)CC1,N=CCN1CCN(Cc2ccc3c(c2N)N(C(=O)N=N)c2ccccc2S3)CC1
128,83,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCN)c1ccccc1S2,"[0.4093836966060608, 0.6136666666666669, 0.4528571428571429, 0.651446666666667]",0.6888888888888889,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCN)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2
129,82,CN1CCN(CCC=C2c3ccccc3-c3ccc(N)cc32)CC1,"[0.2854692357575759, 0.6364000000000002, 0.23214285714285715, 0.6880377777777784]",0.5656565656565656,100,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1
130,78,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)NC#N)cc32)CC1,"[0.7398806578909092, 0.5544300000000001, 0.5691428571428572, 0.9593055555555563]",0.8333333333333334,100,mutation,[*;!R;!H1;!H0:1]~[*:2]>>[*:1]#C-[*:2],CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)NN)cc32)CC1
131,77,CN1CCN(CCCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,"[0.41267393364848487, 0.43296666666666667, 0.3132857142857143, 0.6924200000000007]",0.5294117647058824,100,crossover,CN1CCN(CCN(C)S(=O)(=O)c2ccc3ccccc3c2)CC1,CN1CCN(CCC=CN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
132,73,CN(CO)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,"[0.34254393614545453, 0.45813333333333334, 0.5791428571428572, 0.47741222222222257]",0.40384615384615385,100,mutation,[*:1]~[*:2]>>[*:1]C[*:2],CN(O)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2
133,72,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CC(CN1CCN(N=N)CC1)N=N)c1ccccc1S2,"[0.7883841366787884, 0.7160566666666671, 0.8305714285714286, 0.9672800000000004]",0.6481481481481481,100,crossover,CCCS(=O)(=O)c1ccc2c(c1)N(C(=O)N=N)c1ccccc1S2,CN1CCN(CC(C=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)N=N)CC1
134,71,CN(C)S(=O)c1ccc2c(c1)C(=CCCCN1CCN(Cl)CC1)c1ccccc1S2,"[0.7155643399878789, 0.8697833333333342, 0.1913571428571429, 0.9697933333333337]",0.6132075471698113,100,mutation,[*:1]~[D1]>>[*:1],CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCCN1CCN(Cl)CC1)c1ccccc1S2
135,107,CN(Cl)S(=O)(=O)CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr,"[0.7569395961151517, 0.051066666666666725, 0.9857142857142858, 0.43184000000000017]",0.08064516129032258,100,crossover,CN1CCN(CN(C)S(=O)(=O)[PH](=O)N=N)CC1,CN(Cl)S(=O)(=O)CS(=O)(=O)[PH](=O)NBr
136,85,CN1CCN(CCc2cc(S(=O)(=O)N(C)F)ccc2O)CC1,"[0.32162603267878775, 0.19784999999999997, 0.4577857142857143, 0.46449555555555594]",0.4356435643564357,100,mutation,[#6:1]>>[#9:1],CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2O)CC1
137,108,CCCC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.40636779064242423, 0.8555500000000006, 0.267, 0.6651866666666673]",0.7078651685393258,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCP)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCC(=N)O)c1ccccc1S2
138,128,CCCP1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,"[0.42444638639393933, 0.6240333333333337, 0.267, 0.658064444444445]",0.4752475247524752,100,crossover,CN(C)S(=O)(=O)c1ccc2c(c1)N(S(=O)(=O)C(N)=O)c1ccccc1S2,CN1CCN(CCP2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
139,110,Cc1ccc2c(c1)C(=CCCN1CCN(C)CC1)c1ccccc1S2,"[0.3793383934303029, 0.8381366666666673, 0.04628571428571429, 0.7486333333333339]",0.7555555555555555,100,crossover,CN1CCN(CCC=C2c3ccccc3Sc3ccc(N)cc32)CC1,CC(=CCCN1CCN(C)CC1)N1c2ccccc2Sc2ccc(C)cc21
140,67,CN1CCN(CCC=C2c3ccccc3Sc3ccc(C(N)N=N)cc32)CC1,"[0.5096930814060608, 0.7847783333333337, 0.4907857142857143, 0.8301788888888895]",0.6767676767676768,100,crossover,N=Nc1ccc2c(c1)C(=CCCOC(N)N=N)c1ccccc1S2,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)P=N)cc32)CC1
141,149,CN(C)S(=O)(=O)c1ccc(CC=O)c(O)c1,"[0.05471675423030304, 0.14731666666666668, 0.5334285714285715, 0.20830666666666706]",0.2828282828282828,100,mutation,[*;!H0:1]~[*:2]>>[*:1]=C-[*:2],CN(C)S(=O)(=O)c1ccc(CO)c(O)c1
142,148,N=NC(N)OC=C1c2ccccc2Sc2ccc(N)cc21,"[0.22148130929696966, 0.6520783333333336, 0.6962857142857143, 0.47451666666666686]",0.35514018691588783,100,crossover,N=Nc1ccc2c(c1)C(=COC(N)N=N)c1ccccc1S2,CN(C)S(=O)(=O)c1ccc2c(c1)C(=CCCNNN)c1ccccc1S2
143,146,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](=O)N=N)CC1,"[0.6851857501878788, 0.23686166666666675, 0.9377142857142857, 0.736564444444445]",0.44144144144144143,100,mutation,[*;!H0:1]~[*:2]>>[*:1]=N-[*:2],CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2S(=O)(=O)[PH](N)=O)CC1
144,145,CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2P)CC1,"[0.3580252566727273, 0.12120000000000018, 0.31328571428571433, 0.6033311111111116]",0.5104166666666666,100,mutation,[*:1]~[D2]~[*:2]>>[*:1]-[*:2],CN1CCN(CCc2cc(S(=O)(=O)N(C)C)ccc2CP)CC1
145,143,CN1CCN(CCN(Cl)N2CCN(CN(C)Cc3ccc4ccccc4c3)CC2)CC1,"[0.6644752208, 0.49415000000000014, 0.1388571428571429, 0.9991555555555559]",0.3461538461538461,100,crossover,CN1CCN(CN(C)Cc2ccc3ccccc3c2)CC1,CN1CCN(CCN(Cl)c2cc(S(=O)(=O)N(C)C)ccc2Cl)CC1
146,140,CC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)O)cc21,"[0.32742222830303036, 0.6854166666666669, 0.4115, 0.5166144444444449]",0.5531914893617021,100,crossover,CN(CO)S(=O)(=O)c1ccc2c(c1)N(O)c1ccccc1S2,CC=C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21
147,138,CN(F)S(=O)(=O)c1ccc(-c2ccc(OCl)c(COCl)c2)c(COCl)c1,"[0.6604739538666666, 0.8720000000000004, 0.46478571428571436, 0.6188866666666669]",0.25806451612903225,100,crossover,CN1CCN(CCc2cccc(S(=O)(=O)N(C)C)c2)CC1,CN(F)S(=O)(=O)c1ccc(OCl)c(COCl)c1
